"Date","Price","Open","High","Low","Vol.","Change %"
"11/30/2022","101.500","101.450","101.800","101.450","0.01K","0.10%"
"11/29/2022","101.400","101.450","105.550","101.450","0.01K","-3.43%"
"11/28/2022","105.000","101.800","105.650","101.640","0.01K","3.24%"
"11/25/2022","101.700","102.100","102.100","102.100","","-0.10%"
"11/24/2022","101.800","102.400","102.400","101.850","0.00K","0.20%"
"11/23/2022","101.600","103.400","103.400","101.830","0.01K","-0.59%"
"11/22/2022","102.200","103.400","103.400","102.335","0.00K","-0.58%"
"11/21/2022","102.800","103.400","103.575","102.940","0.00K","0.19%"
"11/18/2022","102.600","103.050","103.050","103.050","","-0.10%"
"11/17/2022","102.700","103.600","103.600","102.875","0.01K","0.10%"
"11/16/2022","102.600","102.550","103.000","102.550","0.00K","0.20%"
"11/15/2022","102.400","102.550","102.750","102.500","0.00K","0.29%"
"11/14/2022","102.100","101.700","102.670","101.700","0.01K","0.39%"
"11/11/2022","101.700","102.150","102.150","102.150","","-0.10%"
"11/10/2022","101.800","101.650","102.260","101.650","0.01K","-2.86%"
"11/09/2022","104.800","101.650","105.700","101.650","0.01K","3.42%"
"11/08/2022","101.330","101.850","101.850","101.380","0.01K","-0.36%"
"11/07/2022","101.700","102.200","102.375","101.800","0.00K","-0.93%"
"11/04/2022","102.650","102.650","102.650","102.650","","-0.05%"
"11/03/2022","102.700","101.950","102.800","101.900","0.00K","0.98%"
"11/02/2022","101.700","101.110","102.100","101.070","0.01K","0.89%"
"11/01/2022","100.800","101.450","101.900","100.905","0.01K","0.00%"
"10/31/2022","100.800","101.450","101.600","100.905","0.01K","-0.30%"
"10/28/2022","101.100","101.650","101.650","101.200","0.00K","-0.16%"
"10/27/2022","101.260","101.450","101.470","101.310","0.00K","-0.14%"
"10/26/2022","101.400","101.450","101.660","101.450","0.01K","-3.61%"
"10/25/2022","105.200","101.450","105.700","101.450","0.01K","3.65%"
"10/24/2022","101.500","100.950","101.780","100.950","0.00K","0.30%"
"10/20/2022","101.200","101.500","105.940","101.300","0.01K","-4.37%"
"10/19/2022","105.820","101.700","105.820","101.500","0.00K","0.02%"
"10/18/2022","105.800","102.925","105.850","101.730","0.01K","3.32%"
"10/17/2022","102.400","105.950","105.950","102.575","0.01K","0.49%"
"10/14/2022","101.900","102.750","102.750","102.650","0.00K","-0.10%"
"10/13/2022","102.000","105.600","105.600","102.065","0.01K","0.49%"
"10/12/2022","101.500","105.750","105.750","101.610","0.01K","-0.10%"
"10/11/2022","101.600","105.000","105.000","101.640","0.01K","0.34%"
"10/10/2022","101.260","102.300","105.250","100.680","0.00K","-1.59%"
"10/06/2022","102.900","101.010","103.575","101.010","0.01K","1.28%"
"10/04/2022","101.600","101.710","103.045","101.010","0.01K","0.10%"
"10/03/2022","101.500","101.700","102.080","101.250","0.01K","0.40%"
"09/30/2022","101.100","101.250","101.250","101.250","","-0.10%"
"09/29/2022","101.200","101.230","101.300","101.230","0.00K","-1.08%"
"09/28/2022","102.300","102.525","103.100","102.425","0.01K","1.47%"
"09/27/2022","100.820","102.430","102.430","100.870","","-1.73%"
"09/26/2022","102.600","100.870","103.150","100.870","0.00K","0.00%"
"09/23/2022","102.600","103.100","103.200","103.050","0.00K","-0.10%"
"09/22/2022","102.700","102.925","103.200","102.825","0.01K","-0.48%"
"09/21/2022","103.200","103.550","103.700","103.400","0.01K","-0.10%"
"09/20/2022","103.300","103.550","103.700","103.450","0.00K","-0.48%"
"09/19/2022","103.800","103.500","104.400","103.500","0.01K","0.00%"
"09/16/2022","103.800","104.400","104.400","104.400","","-0.10%"
"09/15/2022","103.900","104.500","104.500","103.050","0.01K","-0.05%"
"09/14/2022","103.950","102.430","104.000","102.430","0.01K","1.51%"
"09/13/2022","102.400","102.400","0.000","0.000","","7.89%"
"09/12/2022","94.910","95.025","95.055","94.980","0.00K","0.00%"
"09/09/2022","94.910","95.395","95.430","95.395","0.00K","-0.09%"
"09/08/2022","95.000","95.025","95.025","95.025","","0.00%"
"09/07/2022","95.000","95.025","95.025","95.025","","0.09%"
"09/06/2022","94.910","95.025","95.055","94.980","0.01K","0.00%"
"09/05/2022","94.910","95.025","95.135","94.980","0.01K","0.09%"
"09/02/2022","94.820","95.110","95.110","95.110","","-0.09%"
"09/01/2022","94.910","95.025","95.055","94.980","0.00K","0.00%"
"08/31/2022","94.910","95.025","95.135","94.980","0.00K","-0.09%"
"08/30/2022","95.000","95.025","95.025","95.025","","0.09%"
"08/29/2022","94.910","95.025","95.270","94.890","0.01K","0.19%"
"08/26/2022","94.730","95.010","95.265","94.920","0.00K","-0.19%"
"08/25/2022","94.910","95.025","95.055","94.980","0.01K","0.00%"
"08/24/2022","94.910","95.025","95.055","94.980","0.01K","0.02%"
"08/23/2022","94.890","95.025","95.060","94.970","0.01K","-0.02%"
"08/22/2022","94.910","95.025","95.420","94.980","0.01K","-0.03%"
"08/19/2022","94.940","95.365","95.365","95.365","","0.03%"
"08/18/2022","94.910","95.010","95.010","95.010","","0.00%"
"08/17/2022","94.910","94.985","95.055","94.965","0.01K","0.00%"
"08/16/2022","94.910","95.025","95.030","94.980","0.01K","0.09%"
"08/15/2022","94.820","95.010","95.235","94.965","0.00K","-0.09%"
"08/11/2022","94.910","94.975","95.095","94.930","0.01K","-0.04%"
"08/10/2022","94.950","94.700","95.070","94.700","0.01K","0.36%"
"08/09/2022","94.610","94.965","95.050","94.865","0.00K","-0.10%"
"08/08/2022","94.700","94.700","94.725","94.700","0.01K","0.28%"
"08/05/2022","94.440","94.965","94.965","94.965","","-0.10%"
"08/04/2022","94.530","94.725","94.760","94.640","0.01K","-0.18%"
"08/03/2022","94.700","94.710","94.755","94.680","0.01K","0.00%"
"08/02/2022","94.700","94.700","94.725","94.700","0.01K","0.10%"
"08/01/2022","94.610","94.700","95.010","94.595","0.01K","0.18%"
"07/29/2022","94.440","94.880","94.880","94.880","","-0.10%"
"07/28/2022","94.530","94.725","94.760","94.640","0.01K","-0.08%"
"07/27/2022","94.610","94.700","94.830","94.680","0.01K","-0.10%"
"07/26/2022","94.700","94.450","94.755","94.450","0.01K","0.51%"
"07/25/2022","94.220","94.475","94.650","94.360","0.01K","-0.10%"
"07/22/2022","94.310","94.575","94.575","94.575","","-0.10%"
"07/21/2022","94.400","93.950","94.450","93.950","0.01K","0.48%"
"07/20/2022","93.950","93.975","93.975","93.950","0.00K","0.00%"
"07/19/2022","93.950","93.950","93.975","93.950","0.01K","0.34%"
"07/18/2022","93.630","93.975","94.080","93.500","0.01K","-0.29%"
"07/14/2022","93.900","93.975","93.975","93.950","0.00K","0.10%"
"07/13/2022","93.810","93.450","94.035","93.450","0.01K","0.44%"
"07/12/2022","93.400","93.475","93.475","93.450","0.01K","0.43%"
"07/11/2022","93.000","93.515","93.680","93.425","0.00K","-0.19%"
"07/08/2022","93.180","93.415","93.580","93.350","0.00K","-0.19%"
"07/07/2022","93.360","93.450","93.485","93.405","0.01K","0.05%"
"07/06/2022","93.310","93.450","93.485","93.405","0.01K","-0.05%"
"07/05/2022","93.360","93.475","93.480","93.430","0.01K","-0.04%"
"07/04/2022","93.400","93.475","93.475","93.450","0.01K","-0.05%"
"06/30/2022","93.450","93.475","93.475","93.450","0.00K","0.05%"
"06/29/2022","93.400","93.475","93.475","93.450","0.00K","0.10%"
"06/28/2022","93.310","92.950","93.455","92.860","0.01K","0.64%"
"06/27/2022","92.720","92.975","93.065","92.815","0.01K","0.10%"
"06/23/2022","92.630","92.975","92.990","92.815","0.01K","-0.25%"
"06/22/2022","92.860","92.950","92.985","92.860","0.01K","0.15%"
"06/21/2022","92.720","92.900","92.960","92.860","0.01K","-0.19%"
"06/20/2022","92.900","92.925","92.950","92.925","0.01K","0.10%"
"06/17/2022","92.810","92.915","92.915","92.915","","-0.10%"
"06/16/2022","92.900","92.950","92.950","92.900","0.00K","0.10%"
"06/15/2022","92.810","92.900","92.955","92.900","0.01K","-0.92%"
"06/14/2022","93.670","92.950","93.915","92.750","0.01K","-0.10%"
"06/13/2022","93.760","92.950","93.910","92.950","0.01K","1.02%"
"06/09/2022","92.810","92.950","93.030","92.905","0.01K","-0.10%"
"06/08/2022","92.900","92.500","92.975","92.300","0.01K","1.03%"
"06/07/2022","91.950","92.550","92.950","92.275","0.01K","0.79%"
"06/06/2022","91.230","91.550","91.940","91.415","0.01K","2.71%"
"06/03/2022","88.820","89.325","89.325","89.325","","-0.10%"
"06/02/2022","88.910","89.075","89.080","89.030","0.01K","0.00%"
"06/01/2022","88.910","89.075","89.080","89.030","0.01K","0.00%"
"05/31/2022","88.910","89.075","89.080","89.030","0.01K","-0.10%"
"05/30/2022","89.000","87.950","89.075","87.950","0.01K","1.56%"
"05/27/2022","87.630","87.935","87.935","87.935","","-0.10%"
"05/26/2022","87.720","87.950","87.965","87.860","0.01K","-0.10%"
"05/25/2022","87.810","87.950","87.960","87.905","0.01K","0.10%"
"05/24/2022","87.720","87.950","87.960","87.860","0.01K","0.00%"
"05/23/2022","87.720","87.550","87.965","87.550","0.01K","0.67%"
"05/20/2022","87.140","87.530","87.545","87.485","0.00K","-0.21%"
"05/19/2022","87.320","87.550","87.560","87.460","0.01K","-0.10%"
"05/18/2022","87.410","87.550","87.560","87.505","0.01K","0.00%"
"05/17/2022","87.410","87.550","87.555","87.505","0.01K","0.00%"
"05/16/2022","87.410","87.550","87.555","87.505","0.01K","0.92%"
"05/13/2022","86.610","86.930","86.930","86.930","","-0.10%"
"05/12/2022","86.700","86.695","86.725","86.695","0.01K","0.10%"
"05/11/2022","86.610","86.695","86.730","86.655","0.01K","-0.10%"
"05/10/2022","86.700","86.695","86.725","86.695","0.01K","0.21%"
"05/09/2022","86.520","86.445","86.740","86.445","0.01K","0.39%"
"05/06/2022","86.180","86.445","86.605","86.355","0.00K","-0.21%"
"05/05/2022","86.360","86.475","86.490","86.430","0.01K","0.10%"
"05/04/2022","86.270","86.770","86.810","86.770","0.00K","0.10%"
"05/03/2022","86.180","86.760","86.760","86.760","","-0.10%"
"05/02/2022","86.270","86.770","86.770","86.770","","-0.10%"
"04/29/2022","86.360","86.615","86.690","86.615","0.00K","0.00%"
"04/28/2022","86.360","86.475","86.560","86.405","0.01K","0.00%"
"04/27/2022","86.360","86.445","86.565","86.405","0.01K","0.00%"
"04/26/2022","86.360","86.195","86.545","86.155","0.01K","0.29%"
"04/25/2022","86.110","86.225","86.320","86.180","0.00K","0.10%"
"04/22/2022","86.020","86.430","86.450","86.385","0.00K","-0.21%"
"04/21/2022","86.200","86.195","86.225","86.195","0.01K","0.00%"
"04/20/2022","86.200","86.195","86.225","86.195","0.01K","0.10%"
"04/19/2022","86.110","86.195","86.315","86.155","0.01K","0.09%"
"04/18/2022","86.030","86.225","86.315","86.115","0.01K","0.10%"
"04/14/2022","85.940","86.465","86.470","86.425","0.00K","-0.20%"
"04/13/2022","86.110","86.195","86.390","86.155","0.01K","0.21%"
"04/12/2022","85.930","86.225","86.325","86.065","0.01K","-0.01%"
"04/11/2022","85.940","86.225","86.325","86.095","0.01K","-0.09%"
"04/08/2022","86.020","86.550","86.555","86.550","0.00K","-0.10%"
"04/07/2022","86.110","86.225","86.325","86.130","0.01K","0.12%"
"04/06/2022","86.010","86.195","86.315","86.105","0.01K","-0.10%"
"04/05/2022","86.100","86.225","86.320","86.115","0.01K","0.08%"
"04/04/2022","86.030","86.225","86.620","86.115","0.01K","-0.09%"
"04/01/2022","86.110","86.275","86.575","86.275","0.00K","-0.10%"
"03/31/2022","86.200","86.195","86.225","86.195","0.01K","0.00%"
"03/30/2022","86.200","86.195","86.225","86.195","0.01K","0.00%"
"03/29/2022","86.200","86.225","86.225","86.195","0.00K","0.10%"
"03/28/2022","86.110","86.195","86.320","86.155","0.01K","0.10%"
"03/25/2022","86.020","86.275","86.485","86.230","0.00K","-0.10%"
"03/24/2022","86.110","86.195","86.320","86.025","0.01K","-0.09%"
"03/23/2022","86.190","86.225","86.225","85.975","0.01K","-0.01%"
"03/22/2022","86.200","85.975","86.225","85.975","0.01K","0.23%"
"03/21/2022","86.000","85.975","86.025","85.975","0.01K","0.10%"
"03/17/2022","85.910","86.270","86.270","86.270","","-0.10%"
"03/16/2022","86.000","85.975","86.025","85.975","0.01K","0.16%"
"03/15/2022","85.860","85.975","86.120","85.930","0.01K","-0.06%"
"03/14/2022","85.910","85.975","86.120","85.955","0.01K","0.10%"
"03/11/2022","85.820","86.060","86.225","86.015","0.00K","-0.10%"
"03/10/2022","85.910","85.975","86.105","85.955","0.01K","0.00%"
"03/09/2022","85.910","85.975","86.030","85.930","0.01K","0.06%"
"03/08/2022","85.860","85.975","86.005","85.930","0.01K","-0.10%"
"03/07/2022","85.950","86.025","86.025","85.975","0.01K","0.24%"
"03/04/2022","85.740","86.145","86.210","86.060","0.00K","-0.20%"
"03/03/2022","85.910","85.975","86.190","85.955","0.01K","0.15%"
"03/02/2022","85.780","85.795","86.095","85.790","0.01K","0.09%"
"03/01/2022","85.700","85.975","86.020","85.750","0.01K","-0.08%"
"02/28/2022","85.770","85.975","86.085","85.885","0.01K","-0.21%"
"02/24/2022","85.950","85.975","85.975","85.975","","0.10%"
"02/23/2022","85.860","85.975","86.140","85.930","0.01K","0.09%"
"02/22/2022","85.780","85.975","86.080","85.890","0.01K","0.01%"
"02/18/2022","85.770","86.110","86.110","86.110","","-0.10%"
"02/17/2022","85.860","85.975","86.140","85.930","0.01K","0.00%"
"02/16/2022","85.860","85.975","85.980","85.930","0.01K","0.12%"
"02/15/2022","85.760","85.975","85.990","85.880","0.01K","-0.05%"
"02/14/2022","85.800","85.975","86.440","85.885","0.01K","0.03%"
"02/11/2022","85.770","85.935","86.395","85.890","0.00K","-0.21%"
"02/10/2022","85.950","85.975","85.975","85.975","","0.10%"
"02/09/2022","85.860","85.975","85.990","85.900","0.01K","0.07%"
"02/08/2022","85.800","85.975","85.990","85.900","0.01K","0.01%"
"02/07/2022","85.790","85.975","86.105","85.850","0.01K","0.11%"
"02/04/2022","85.700","85.980","85.980","85.980","","-0.10%"
"02/03/2022","85.790","85.975","85.990","85.895","0.01K","-0.01%"
"02/02/2022","85.800","85.975","86.000","85.900","0.01K","-0.17%"
"02/01/2022","85.950","85.975","85.975","85.975","","0.17%"
"01/31/2022","85.800","85.975","86.000","85.900","0.01K","-0.07%"
"01/27/2022","85.860","85.975","85.980","85.930","0.01K","0.00%"
"01/26/2022","85.860","85.975","85.985","85.930","0.01K","0.00%"
"01/25/2022","85.860","85.975","85.995","85.930","0.01K","0.07%"
"01/24/2022","85.800","85.975","86.000","85.900","0.01K","-0.07%"
"01/20/2022","85.860","85.975","85.985","85.930","0.01K","0.00%"
"01/19/2022","85.860","85.975","85.980","85.930","0.01K","0.14%"
"01/18/2022","85.740","85.975","85.990","85.870","0.01K","-0.24%"
"01/17/2022","85.950","85.975","85.975","85.975","","0.16%"
"01/13/2022","85.810","85.975","85.985","85.905","0.01K","-0.06%"
"01/12/2022","85.860","85.975","85.985","85.900","0.01K","0.07%"
"01/11/2022","85.800","85.975","85.985","85.900","0.01K","0.00%"
"01/10/2022","85.800","85.975","85.990","85.845","0.01K","0.13%"
"01/07/2022","85.690","85.935","85.945","85.850","0.00K","-0.20%"
"01/06/2022","85.860","85.775","85.980","85.775","0.01K","0.34%"
"01/05/2022","85.570","85.795","85.810","85.685","0.01K","-0.15%"
"01/04/2022","85.700","85.775","85.805","85.750","0.01K","0.09%"
"01/03/2022","85.620","85.775","85.820","85.710","0.01K","0.00%"
